id;memory;ram_stick_type;clock_speed
1192;4;DDR2;2933
1193;32;DDR2;333
1194;8;DDR2;266
1195;16;DDR2;1000
1196;2;DDR1;200
1197;4;DDR3;300
1198;32;DDR1;200
1199;16;DDR1;4400
1200;16;DDR3;3600
1201;4;DDR3;1066
1202;16;DDR2;300
1203;2;DDR1;667
1204;32;DDR1;333
1205;2;DDR4;667
1206;16;DDR4;533
1207;4;DDR2;1600
1208;32;DDR3;200
1209;4;DDR1;3200
1210;2;DDR2;2933
1211;4;DDR3;800
1212;16;DDR4;1000
1213;2;DDR3;333
1214;4;DDR4;1333
1215;32;DDR4;2666
1216;4;DDR4;266
1217;32;DDR1;533
1218;4;DDR2;3600
1219;32;DDR1;333
1220;4;DDR2;1600
1221;8;DDR3;266
1222;8;DDR3;667
1223;8;DDR2;2933
1224;8;DDR1;1600
1225;16;DDR4;3600
1226;4;DDR1;800
1227;16;DDR3;2933
1228;8;DDR4;533
1229;2;DDR2;3600
1230;32;DDR2;2933
1231;16;DDR2;266
1232;8;DDR3;200
1233;32;DDR3;300
1234;16;DDR2;3600
1235;8;DDR1;3200
1236;4;DDR1;4400
1237;8;DDR3;300
1238;2;DDR4;1600
1239;2;DDR4;800
1240;2;DDR1;1000
1241;16;DDR4;333
1242;16;DDR3;266
1243;32;DDR2;3600
1244;4;DDR3;2933
1245;2;DDR1;1333
1246;16;DDR1;1000
1247;8;DDR2;667
1248;16;DDR2;4000
1249;32;DDR2;4400
1250;16;DDR4;200
1251;2;DDR4;4400
1252;4;DDR1;4400
1253;8;DDR1;2933
1254;32;DDR2;1333
1255;8;DDR3;2400
1256;2;DDR2;533
1257;16;DDR1;1600
1258;16;DDR3;300
1259;2;DDR1;266
1260;4;DDR3;300
1261;8;DDR1;333
1262;32;DDR2;266
1263;4;DDR1;266
1264;8;DDR3;3000
1265;32;DDR4;2666
1266;4;DDR3;667
1267;4;DDR1;400
1268;32;DDR4;400
1269;4;DDR4;3200
1270;32;DDR3;1066
1271;2;DDR4;2933
1272;4;DDR1;1600
1273;4;DDR3;300
1274;16;DDR1;667
1275;8;DDR1;1333
1276;2;DDR3;2933
1277;4;DDR3;400
1278;16;DDR4;300
1279;4;DDR4;2400
1280;8;DDR3;2400
1281;8;DDR3;400
1282;4;DDR2;300
1283;4;DDR2;2666
1284;8;DDR2;2400
1285;16;DDR1;3000
1286;4;DDR3;2933
1287;2;DDR4;4400
1288;8;DDR2;266
1289;4;DDR1;2400
1290;4;DDR3;2400
1291;4;DDR3;266
1292;32;DDR2;1333
1293;16;DDR3;667
1294;4;DDR3;1333
1295;32;DDR1;2666
1296;32;DDR1;1066
1297;2;DDR3;2933
1298;2;DDR1;1600
1299;2;DDR4;4000
1300;2;DDR3;300
1301;32;DDR3;1066
1302;2;DDR4;1000
1303;32;DDR1;333
1304;32;DDR2;3000
1305;8;DDR3;3000
1306;8;DDR3;667
1307;2;DDR1;3200
1308;16;DDR2;1066
1309;32;DDR2;300
1310;2;DDR1;2933
1311;16;DDR1;3600
1312;8;DDR1;3000
1313;16;DDR1;2666
1314;4;DDR1;2933
1315;2;DDR3;3200
1316;4;DDR2;2933
1317;2;DDR3;200
1318;8;DDR4;533
1319;16;DDR2;667
1320;32;DDR2;800
1321;32;DDR1;533
1322;2;DDR4;4400
1323;32;DDR3;2933
1324;2;DDR4;1600
1325;16;DDR2;1066
1326;8;DDR1;800
1327;2;DDR3;200
1328;8;DDR2;533
1329;16;DDR4;2933
1330;8;DDR4;667
1331;32;DDR3;3000
1332;2;DDR1;800
1333;32;DDR4;800
1334;4;DDR2;3600
1335;4;DDR2;266
1336;16;DDR2;1333
1337;8;DDR3;800
1338;2;DDR2;533
1339;8;DDR4;1333
1340;8;DDR4;1600
1341;8;DDR2;2933
1342;32;DDR4;800
1343;2;DDR1;200
1344;8;DDR2;2666
1345;16;DDR2;800
1346;2;DDR2;4400
1347;32;DDR2;4400
1348;16;DDR3;1333
1349;8;DDR1;333
1350;16;DDR4;3600
1351;16;DDR3;800
1352;8;DDR3;800
1353;4;DDR1;333
1354;32;DDR3;3000
1355;32;DDR1;2666
1356;16;DDR2;1066
1357;2;DDR4;266
1358;16;DDR3;300
1359;2;DDR2;533
1360;4;DDR3;400
1361;4;DDR3;1066
1362;16;DDR4;1066
1363;4;DDR2;4400
1364;2;DDR3;3600
1365;8;DDR3;200
1366;16;DDR1;2666
1367;32;DDR1;1333
1368;2;DDR1;4400
1369;32;DDR4;1000
1370;32;DDR1;1066
1371;32;DDR4;667
1372;4;DDR2;200
1373;32;DDR2;800
1374;8;DDR4;400
1375;2;DDR2;3200
1376;8;DDR2;4400
1377;16;DDR3;3000
1378;32;DDR4;1600
1379;32;DDR4;266
1380;16;DDR4;800
1381;4;DDR4;333
1382;2;DDR2;3600
1383;32;DDR1;3200
1384;32;DDR1;300
1385;16;DDR2;1600
1386;8;DDR2;2400
1387;2;DDR3;2666
1388;8;DDR3;3200
1389;2;DDR1;200
1390;2;DDR1;300
1391;32;DDR2;2666
1392;2;DDR3;2933
1393;4;DDR4;1333
1394;16;DDR3;1000
1395;32;DDR2;1600
1396;2;DDR1;266
1397;4;DDR1;1333
1398;32;DDR1;2933
1399;16;DDR4;400
1400;32;DDR1;200
1401;16;DDR4;400
1402;8;DDR1;1000
1403;16;DDR1;800
1404;4;DDR3;800
1405;8;DDR4;3000
1406;8;DDR4;2400
1407;8;DDR2;1000
1408;4;DDR2;2666
1409;8;DDR3;1066
1410;32;DDR4;1333
1411;32;DDR4;1600
1412;8;DDR4;1000
1413;16;DDR3;2933
1414;2;DDR3;667
1415;2;DDR2;266
1416;4;DDR1;4000
1417;4;DDR2;533
1418;2;DDR1;1066
1419;8;DDR2;400
1420;16;DDR2;400
1421;2;DDR3;4000
1422;2;DDR3;266
1423;8;DDR2;4400
1424;32;DDR2;200
1425;2;DDR1;200
1426;32;DDR2;3200
1427;8;DDR1;4000
1428;2;DDR2;2933
1429;8;DDR1;1333
1430;32;DDR4;3200
1431;8;DDR1;3600
1432;32;DDR2;4000
1433;4;DDR2;800
1434;2;DDR3;667
1435;32;DDR2;333
1436;8;DDR3;300
1437;4;DDR4;2400
1438;16;DDR3;200
1439;16;DDR1;2666
1440;8;DDR2;200
1441;4;DDR4;1000
1442;8;DDR2;3000
1443;4;DDR4;300
1444;16;DDR4;200
1445;2;DDR1;400
1446;32;DDR4;667
1447;4;DDR1;800
1448;8;DDR3;1600
1449;2;DDR2;800
1450;32;DDR3;266
1451;16;DDR3;1000
1452;8;DDR3;800
1453;2;DDR4;266
1454;2;DDR3;800
1455;8;DDR3;3000
1456;2;DDR1;1000
1457;16;DDR2;1066
1458;2;DDR2;3000
1459;16;DDR2;3000
1460;4;DDR1;2400
1461;2;DDR3;2400
1462;4;DDR3;800
1463;4;DDR4;533
1464;4;DDR3;1600
1465;8;DDR4;300
1466;16;DDR2;266
1467;8;DDR4;800
1468;32;DDR3;4000
1469;32;DDR1;300
1470;32;DDR2;533
1471;16;DDR4;1066
1472;32;DDR2;3000
1473;2;DDR3;333
1474;2;DDR1;266
1475;16;DDR3;533
1476;4;DDR1;4000
1477;32;DDR4;4400
1478;2;DDR2;266
1479;4;DDR1;800
1480;32;DDR3;1600
1481;16;DDR2;2666
1482;4;DDR1;2400
1483;2;DDR2;333
1484;4;DDR1;4000
1485;8;DDR4;1333
1486;32;DDR1;1600
1487;4;DDR2;800
1488;4;DDR1;300
1489;32;DDR4;533
1490;8;DDR4;3600
1491;4;DDR2;1066
1492;8;DDR2;2666
1493;16;DDR1;2933
1494;16;DDR2;3000
1495;2;DDR3;1600
1496;2;DDR1;533
1497;32;DDR2;3600
1498;4;DDR3;400
1499;4;DDR3;1333
1500;4;DDR1;3200
1501;8;DDR1;2666
1502;2;DDR3;266
1503;32;DDR4;3200
1504;8;DDR2;2666
1505;2;DDR1;266
1506;8;DDR1;533
1507;32;DDR3;400
1508;2;DDR1;3600
1509;32;DDR2;1066
1510;4;DDR4;4400
1511;8;DDR3;1600
1512;32;DDR3;2400
1513;8;DDR4;1000
1514;4;DDR3;2666
1515;16;DDR1;266
1516;4;DDR4;1066
1517;16;DDR2;333
1518;32;DDR2;1066
1519;16;DDR4;1600
1520;4;DDR1;4000
1521;8;DDR2;200
1522;32;DDR4;300
1523;4;DDR1;3000
1524;2;DDR1;800
1525;8;DDR3;1600
1526;8;DDR1;667
1527;4;DDR4;333
1528;8;DDR4;800
1529;4;DDR4;533
1530;8;DDR4;1066
1531;8;DDR2;2666
1532;4;DDR3;266
1533;2;DDR4;400
1534;16;DDR2;800
1535;32;DDR2;800
1536;32;DDR1;4000
1537;8;DDR3;667
1538;2;DDR1;4000
1539;32;DDR3;3000
1540;4;DDR2;533
1541;16;DDR1;3000
1542;2;DDR4;1600
1543;2;DDR4;3600
1544;2;DDR2;2666
1545;4;DDR4;3200
1546;8;DDR1;3000
1547;8;DDR3;3200
1548;32;DDR3;3200
1549;4;DDR3;800
1550;16;DDR1;200
1551;2;DDR3;800
1552;2;DDR1;2666
1553;4;DDR3;1066
1554;32;DDR1;1066
1555;8;DDR1;4000
1556;4;DDR3;4000
1557;4;DDR4;300
1558;32;DDR4;1066
1559;8;DDR2;800
1560;2;DDR4;667
1561;32;DDR1;4400
1562;32;DDR1;200
1563;16;DDR4;200
1564;16;DDR4;3200
1565;2;DDR3;3600
1566;8;DDR4;1600
1567;16;DDR4;667
1568;32;DDR4;4000
1569;8;DDR1;200
1570;8;DDR2;1333
1571;2;DDR4;667
1572;32;DDR4;1600
1573;16;DDR3;2666
1574;32;DDR4;3000
1575;4;DDR2;4000
1576;16;DDR1;3000
1577;8;DDR1;2666
1578;16;DDR1;667
1579;16;DDR4;2400
1580;2;DDR1;3600
1581;8;DDR3;1333
1582;4;DDR3;3000
1583;16;DDR3;2666
1584;2;DDR1;200
1585;8;DDR1;800
1586;8;DDR1;3200
1587;4;DDR3;2666
1588;4;DDR4;200
1589;2;DDR4;4400
1590;2;DDR1;2400
1591;2;DDR2;4400
1592;16;DDR4;3000
1593;8;DDR4;1000
1594;2;DDR1;266
1595;32;DDR2;4400
1596;2;DDR2;1333
1597;4;DDR4;200
1598;32;DDR1;2666
1599;16;DDR2;4400
1600;2;DDR4;400
1601;2;DDR3;1600
1602;4;DDR3;1333
1603;4;DDR4;1066
1604;8;DDR3;3000
1605;8;DDR4;1066
1606;8;DDR2;1066
1607;2;DDR2;2666
1608;8;DDR1;3200
1609;2;DDR1;2666
1610;8;DDR1;1066
1611;4;DDR4;200
1612;32;DDR1;3600
1613;8;DDR2;2666
1614;16;DDR3;533
1615;2;DDR2;1333
1616;8;DDR1;1333
1617;2;DDR1;300
1618;8;DDR1;1600
1619;4;DDR3;2400
1620;2;DDR2;300
1621;32;DDR1;4000
1622;32;DDR3;400
1623;4;DDR4;200
1624;16;DDR3;533
1625;4;DDR3;1333
1626;4;DDR4;266
1627;8;DDR2;400
1628;4;DDR1;800
1629;32;DDR1;800
1630;8;DDR1;800
1631;16;DDR4;300
1632;8;DDR2;1333
1633;2;DDR2;1333
1634;8;DDR2;4000
1635;4;DDR1;800
1636;16;DDR4;3200
1637;2;DDR4;4000
1638;8;DDR3;200
1639;8;DDR1;300
1640;4;DDR2;2400
1641;8;DDR3;1600
1642;32;DDR1;2400
1643;8;DDR2;300
1644;16;DDR2;3000
1645;4;DDR4;4400
1646;16;DDR2;2666
1647;2;DDR4;2933
1648;4;DDR4;2400
1649;8;DDR2;4000
1650;2;DDR1;2933
1651;32;DDR1;300
1652;4;DDR1;2933
1653;2;DDR2;4400
1654;4;DDR1;266
1655;2;DDR4;3200
1656;32;DDR2;4400
1657;16;DDR2;4000
1658;16;DDR4;266
1659;16;DDR4;800
1660;2;DDR1;800
1661;2;DDR2;300
1662;32;DDR4;3000
1663;32;DDR1;266
1664;4;DDR3;3600
1665;16;DDR2;533
1666;2;DDR1;1000
1667;32;DDR2;3000
1668;2;DDR4;3200
1669;16;DDR2;3000
1670;8;DDR1;4400
1671;4;DDR1;667
1672;32;DDR1;300
1673;16;DDR4;2933
1674;16;DDR2;2933
1675;8;DDR2;2933
1676;8;DDR3;3600
1677;8;DDR1;1000
1678;16;DDR1;400
1679;8;DDR3;2666
1680;32;DDR3;667
1681;8;DDR2;1066
1682;16;DDR4;1000
1683;32;DDR4;300
1684;32;DDR4;4000
1685;4;DDR3;400
1686;8;DDR2;1000
1687;4;DDR2;1600
1688;32;DDR3;4000
1689;4;DDR3;1333
1690;16;DDR1;1000
1691;16;DDR4;1000
1692;16;DDR1;2666
1693;16;DDR1;2666
1694;8;DDR2;4000
1695;2;DDR3;4000
1696;4;DDR1;1000
1697;4;DDR4;2933
1698;32;DDR1;3200
1699;2;DDR1;200
1700;16;DDR3;400
1701;4;DDR3;667
1702;4;DDR3;400
1703;16;DDR4;2400
1704;16;DDR3;2400
1705;2;DDR3;4000
1706;8;DDR3;1066
1707;16;DDR4;400
1708;4;DDR1;4400
1709;4;DDR1;2400
1710;16;DDR4;200
1711;16;DDR1;333
1712;16;DDR3;266
1713;16;DDR4;4000
1714;2;DDR2;1333
1715;2;DDR3;200
1716;16;DDR4;800
1717;32;DDR3;1600
1718;16;DDR4;4000
1719;4;DDR3;2933
1720;2;DDR3;800
1721;32;DDR1;300
1722;2;DDR3;400
1723;2;DDR1;1066
1724;4;DDR1;400
1725;32;DDR1;533
1726;2;DDR4;667
1727;4;DDR2;1600
1728;16;DDR3;400
1729;2;DDR4;200
1730;32;DDR3;4400
1731;16;DDR2;800
1732;16;DDR4;3600
1733;4;DDR2;4000
1734;8;DDR1;533
1735;8;DDR2;800
1736;8;DDR4;300
1737;16;DDR3;4000
1738;16;DDR3;2666
1739;4;DDR4;800
1740;2;DDR4;1000
1741;4;DDR1;266
1742;16;DDR2;4400
1743;32;DDR4;2666
1744;16;DDR2;200
1745;2;DDR3;800
1746;8;DDR1;266
1747;8;DDR3;4000
1748;2;DDR4;2666
1749;32;DDR3;2933
1750;2;DDR1;2933
1751;32;DDR2;2666
1752;32;DDR1;3200
1753;16;DDR1;400
1754;32;DDR1;1066
1755;16;DDR2;667
1756;2;DDR2;4400
1757;8;DDR1;2666
1758;16;DDR4;2400
1759;32;DDR1;533
1760;16;DDR1;1000
1761;8;DDR1;800
1762;16;DDR4;1333
1763;32;DDR3;4000
1764;16;DDR3;1000
1765;2;DDR2;1066
1766;4;DDR1;800
1767;4;DDR3;667
1768;4;DDR3;266
1769;32;DDR3;1600
1770;8;DDR4;266
1771;32;DDR3;1600
1772;4;DDR4;1600
1773;32;DDR4;800
1774;4;DDR4;1000
1775;32;DDR4;2933
1776;8;DDR1;2933
1777;4;DDR4;333
1778;16;DDR2;1333
1779;4;DDR4;3000
1780;16;DDR4;4400
1781;2;DDR1;667
1782;2;DDR4;3200
1783;2;DDR2;1000
1784;2;DDR4;333
1785;4;DDR2;4400
1786;16;DDR2;3600
1787;4;DDR3;3600
1788;32;DDR3;2933
1789;16;DDR1;667
1790;4;DDR4;800
1791;16;DDR4;4400
1792;8;DDR4;200
1793;16;DDR2;266
1794;4;DDR1;333
1795;4;DDR3;3200
1796;4;DDR2;3600
1797;4;DDR2;4000
1798;32;DDR1;4400
1799;16;DDR1;2933
1800;4;DDR4;266
1801;16;DDR4;800
1802;4;DDR3;2666
1803;32;DDR2;4400
1804;4;DDR2;266
1805;2;DDR1;2400
1806;8;DDR1;1333
1807;2;DDR4;400
1808;4;DDR4;333
1809;16;DDR1;300
1810;32;DDR2;2933
1811;16;DDR1;2400
1812;16;DDR1;667
1813;2;DDR2;3200
1814;16;DDR4;300
1815;32;DDR2;3000
1816;4;DDR4;667
1817;32;DDR3;2933
1818;16;DDR1;3200
1819;8;DDR1;2666
1820;32;DDR1;1000
1821;2;DDR4;1333
1822;2;DDR1;4000
1823;2;DDR2;4400
1824;4;DDR1;300
1825;16;DDR2;667
1826;8;DDR2;1066
1827;32;DDR2;3200
1828;32;DDR3;2933
1829;2;DDR4;200
1830;2;DDR1;533
1831;8;DDR2;333
1832;2;DDR4;1000
1833;32;DDR4;3200
1834;16;DDR4;800
1835;4;DDR1;266
1836;32;DDR1;4400
1837;32;DDR4;4400
1838;4;DDR3;667
1839;16;DDR3;3600
1840;2;DDR3;333
1841;8;DDR1;4000
1842;32;DDR3;4400
1843;32;DDR2;2666
1844;4;DDR3;3600
1845;4;DDR3;800
1846;8;DDR1;2400
1847;8;DDR1;667
1848;8;DDR1;400
1849;32;DDR1;200
1850;32;DDR3;1333
1851;32;DDR1;1000
1852;4;DDR2;1000
1853;2;DDR3;667
1854;2;DDR3;2666
1855;8;DDR4;2666
1856;4;DDR1;3200
1857;4;DDR4;300
1858;32;DDR2;200
1859;32;DDR2;800
1860;2;DDR3;4000
1861;4;DDR1;2400
1862;2;DDR1;4000
1863;16;DDR2;1600
1864;16;DDR3;333
1865;32;DDR2;2933
1866;16;DDR2;4000
1867;4;DDR4;200
1868;4;DDR2;2666
1869;4;DDR3;1333
1870;2;DDR1;667
1871;16;DDR1;3200
1872;32;DDR2;200
1873;16;DDR3;1066
1874;2;DDR3;3200
1875;8;DDR1;266
1876;2;DDR1;1600
1877;4;DDR3;1333
1878;4;DDR3;533
1879;8;DDR1;266
1880;8;DDR2;266
1881;4;DDR4;800
1882;8;DDR4;800
1883;4;DDR3;3600
1884;16;DDR1;333
1885;4;DDR2;200
1886;16;DDR3;3200
1887;32;DDR1;200
1888;8;DDR1;400
1889;32;DDR2;333
1890;32;DDR4;533
1891;2;DDR1;266
1892;2;DDR3;2933
1893;16;DDR1;1000
1894;8;DDR1;1333
1895;4;DDR4;1600
1896;32;DDR1;4000
1897;8;DDR2;3200
1898;32;DDR1;800
1899;8;DDR1;2400
1900;4;DDR1;400
1901;8;DDR1;800
1902;2;DDR4;667
1903;16;DDR1;333
1904;4;DDR1;2666
1905;4;DDR4;1066
1906;8;DDR3;266
1907;16;DDR4;2933
1908;4;DDR3;400
1909;16;DDR3;4000
1910;8;DDR4;533
1911;8;DDR3;533
1912;16;DDR1;3000
1913;32;DDR1;1066
1914;2;DDR2;1066
1915;4;DDR3;400
1916;2;DDR2;2666
1917;4;DDR2;300
1918;16;DDR2;800
1919;16;DDR4;3200
1920;2;DDR3;2666
1921;32;DDR4;1066
1922;8;DDR4;4000
1923;32;DDR1;1000
1924;16;DDR2;400
1925;4;DDR1;1600
1926;32;DDR2;1066
1927;32;DDR3;3200
1928;16;DDR4;3600
1929;4;DDR2;1333
1930;16;DDR1;300
1931;32;DDR3;800
1932;4;DDR1;1000
1933;4;DDR1;667
1934;16;DDR1;1000
1935;2;DDR1;300
1936;16;DDR4;667
1937;16;DDR4;3600
1938;32;DDR3;3200
1939;2;DDR1;2933
1940;2;DDR3;4000
1941;32;DDR3;1600
1942;32;DDR4;200
1943;4;DDR1;667
1944;32;DDR3;800
1945;2;DDR1;2933
1946;4;DDR3;2933
1947;8;DDR1;2400
1948;2;DDR1;266
1949;2;DDR4;400
1950;2;DDR3;4000
1951;32;DDR3;1000
1952;2;DDR2;1066
1953;16;DDR2;3600
1954;16;DDR2;800
1955;8;DDR1;1333
1956;4;DDR4;333
1957;2;DDR3;533
1958;16;DDR1;200
1959;16;DDR4;1600
1960;4;DDR3;667
1961;4;DDR1;333
1962;8;DDR1;1000
1963;2;DDR1;1000
1964;8;DDR4;2666
1965;16;DDR4;3000
1966;32;DDR2;533
1967;2;DDR2;800
1968;32;DDR2;1066
1969;32;DDR3;800
1970;8;DDR2;3200
1971;4;DDR4;1600
1972;2;DDR4;1066
1973;32;DDR4;533
1974;16;DDR4;3000
1975;32;DDR4;2933
1976;16;DDR1;400
1977;4;DDR1;4400
1978;16;DDR2;800
1979;16;DDR4;3200
1980;4;DDR4;4400
1981;32;DDR4;300
1982;8;DDR3;2400
1983;16;DDR1;3200
1984;32;DDR4;1066
1985;8;DDR3;300
1986;32;DDR1;533
1987;8;DDR2;800
1988;2;DDR3;533
1989;4;DDR2;1066
1990;16;DDR4;3600
1991;16;DDR2;533
1992;2;DDR1;333
1993;2;DDR3;333
1994;4;DDR4;1000
1995;16;DDR2;800
1996;32;DDR3;3200
1997;8;DDR1;667
1998;32;DDR2;667
1999;4;DDR3;333
2000;16;DDR1;533
2001;2;DDR4;2400
2002;8;DDR2;2666
2003;2;DDR2;1600
2004;4;DDR2;800
2005;4;DDR2;2933
2006;2;DDR2;2666
2007;4;DDR2;266
2008;8;DDR2;800
2009;16;DDR4;4400
2010;16;DDR4;4000
2011;2;DDR3;1066
2012;32;DDR1;533
2013;2;DDR3;3000
2014;4;DDR1;800
2015;16;DDR3;4000
2016;8;DDR4;4400
2017;16;DDR2;1000
2018;8;DDR2;400
2019;8;DDR4;333
2020;2;DDR1;2400
2021;8;DDR1;300
2022;16;DDR4;2400
2023;8;DDR1;4400
2024;2;DDR1;3000
2025;2;DDR4;1066
2026;16;DDR3;2400
2027;16;DDR3;400
2028;16;DDR4;3200
2029;8;DDR1;3000
2030;16;DDR4;800
2031;8;DDR1;667
2032;2;DDR3;800
2033;32;DDR1;1333
2034;8;DDR4;400
2035;8;DDR2;2666
2036;8;DDR3;266
2037;8;DDR1;3000
2038;32;DDR4;800
2039;2;DDR4;1066
2040;32;DDR2;4000
2041;8;DDR1;2666
2042;2;DDR1;667
2043;2;DDR4;800
2044;2;DDR2;2400
2045;32;DDR4;3000
2046;8;DDR1;300
2047;4;DDR2;2400
2048;4;DDR3;300
2049;32;DDR4;3200
2050;8;DDR2;800
2051;4;DDR2;4000
2052;32;DDR4;1000
2053;8;DDR2;266
2054;4;DDR1;300
2055;2;DDR2;1000
2056;16;DDR2;667
2057;2;DDR4;1000
2058;8;DDR3;1600
2059;8;DDR4;4000
2060;8;DDR4;2933
2061;4;DDR3;4400
2062;2;DDR2;1000
2063;4;DDR1;1000
2064;16;DDR3;1600
2065;8;DDR1;667
2066;8;DDR2;333
2067;2;DDR3;400
2068;2;DDR3;2933
2069;8;DDR4;1000
2070;2;DDR4;300
2071;32;DDR1;3600
2072;2;DDR2;400
2073;16;DDR4;2933
2074;32;DDR3;3000
2075;2;DDR3;4000
2076;4;DDR1;3600
2077;8;DDR1;667
2078;4;DDR3;200
2079;16;DDR4;1000
2080;2;DDR4;3000
2081;8;DDR4;533
2082;16;DDR3;667
2083;8;DDR2;333
2084;4;DDR1;400
2085;32;DDR3;1600
2086;32;DDR4;1600
2087;4;DDR1;200
2088;4;DDR3;1333
2089;2;DDR1;800
2090;2;DDR2;800
2091;32;DDR1;1000
2092;4;DDR2;2400
2093;32;DDR1;4000
2094;16;DDR4;300
2095;32;DDR1;2933
2096;16;DDR4;800
2097;4;DDR3;200
2098;2;DDR1;3000
2099;16;DDR1;200
2100;16;DDR1;200
2101;2;DDR3;2933
2102;8;DDR2;333
2103;4;DDR2;200
2104;32;DDR3;266
2105;32;DDR2;667
2106;8;DDR4;800
2107;2;DDR3;3600
2108;4;DDR1;333
2109;2;DDR2;3200
2110;16;DDR4;1600
2111;16;DDR3;1066
2112;16;DDR1;266
2113;8;DDR4;533
2114;2;DDR2;667
2115;8;DDR2;1333
2116;4;DDR4;533
2117;4;DDR1;667
2118;8;DDR4;2666
2119;16;DDR2;4000
2120;32;DDR3;3000
2121;32;DDR4;1600
2122;2;DDR3;300
2123;8;DDR3;3000
2124;2;DDR4;2400
2125;16;DDR1;800
2126;8;DDR3;1600
2127;4;DDR4;4000
2128;8;DDR1;2666
2129;16;DDR3;400
2130;32;DDR2;2400
2131;16;DDR4;800
2132;16;DDR1;4400
2133;16;DDR4;1066
2134;4;DDR3;3200
2135;4;DDR1;300
2136;2;DDR2;300
2137;2;DDR2;333
2138;16;DDR4;800
2139;2;DDR4;266
2140;4;DDR2;1333
2141;8;DDR3;1066
2142;16;DDR3;1066
2143;8;DDR2;533
2144;2;DDR4;4000
2145;4;DDR1;3600
2146;32;DDR3;2400
2147;4;DDR3;300
2148;32;DDR4;2933
2149;2;DDR1;3600
2150;16;DDR3;800
2151;4;DDR3;1000
2152;2;DDR4;2933
2153;16;DDR4;4400
2154;4;DDR2;3200
2155;8;DDR4;4400
2156;2;DDR1;2933
2157;32;DDR1;533
2158;32;DDR3;667
2159;32;DDR3;3600
2160;8;DDR4;2666
2161;4;DDR4;1000
2162;2;DDR1;800
2163;2;DDR2;3200
2164;8;DDR4;333
2165;8;DDR3;4400
2166;16;DDR4;4400
2167;32;DDR1;2933
2168;2;DDR1;333
2169;16;DDR2;1000
2170;4;DDR4;1333
2171;4;DDR1;2666
2172;4;DDR1;2933
2173;4;DDR1;4000
2174;2;DDR1;300
2175;4;DDR1;400
2176;2;DDR2;2400
2177;16;DDR3;200
2178;4;DDR1;3600
2179;2;DDR2;400
2180;32;DDR4;3200
2181;16;DDR1;2933
2182;8;DDR2;3600
2183;16;DDR3;4000
2184;16;DDR2;2933
2185;8;DDR3;1333
2186;16;DDR3;266
2187;16;DDR1;200
2188;16;DDR4;2666
2189;16;DDR4;667
2190;4;DDR3;333
2191;4;DDR2;667
2192;8;DDR2;300
2193;32;DDR1;3000
2194;4;DDR2;1066
2195;2;DDR4;800
2196;2;DDR4;1600
2197;2;DDR2;2666
2198;32;DDR3;2666
2199;8;DDR1;1066
2200;32;DDR4;3000
2201;8;DDR3;1000
2202;16;DDR3;800
2203;16;DDR1;3000
2204;4;DDR1;2933
2205;2;DDR2;1600
2206;16;DDR2;2400
2207;4;DDR2;800
2208;4;DDR2;1333
2209;16;DDR1;3000
2210;2;DDR4;3000
2211;8;DDR2;1066
2212;2;DDR1;400
2213;16;DDR3;3200
2214;4;DDR4;3000
2215;8;DDR2;333
2216;8;DDR2;1333
2217;32;DDR2;533
2218;4;DDR4;1000
2219;2;DDR3;200
2220;32;DDR3;2400
2221;8;DDR4;3000
2222;32;DDR1;1600
2223;32;DDR4;667
2224;2;DDR2;2400
2225;4;DDR2;400
2226;16;DDR1;1066
2227;8;DDR1;667
2228;8;DDR2;3000
2229;4;DDR3;2400
2230;16;DDR4;2666
2231;8;DDR1;4400
2232;4;DDR3;2400
2233;32;DDR2;667
2234;8;DDR1;2400
2235;32;DDR4;1000
2236;8;DDR3;2666
2237;4;DDR4;1000
2238;8;DDR2;1333
2239;16;DDR3;2666
2240;32;DDR4;3000
2241;2;DDR3;2400
2242;4;DDR3;1066
2243;4;DDR4;266
2244;16;DDR3;3600
2245;2;DDR2;200
2246;2;DDR3;800
2247;4;DDR1;333
2248;32;DDR3;800
2249;32;DDR1;533
2250;8;DDR4;300
2251;8;DDR4;3200
2252;8;DDR1;200
2253;2;DDR4;1600
2254;2;DDR1;200
2255;4;DDR1;4000
2256;8;DDR3;1600
2257;32;DDR1;2400
2258;16;DDR4;2933
2259;2;DDR4;400
2260;8;DDR3;2666
2261;8;DDR4;667
2262;8;DDR3;2400
2263;2;DDR2;4000
2264;8;DDR4;300
2265;16;DDR1;3600
2266;32;DDR3;1333
2267;16;DDR3;800
2268;8;DDR4;533
2269;2;DDR3;4000
2270;16;DDR4;533
2271;4;DDR2;3200
2272;8;DDR4;2666
2273;16;DDR2;333
2274;4;DDR2;1000
2275;16;DDR3;800
2276;32;DDR4;333
2277;2;DDR4;1600
2278;32;DDR4;400
2279;8;DDR1;3600
2280;4;DDR3;1333
2281;4;DDR3;266
2282;2;DDR2;3200
2283;4;DDR3;533
2284;8;DDR3;200
2285;32;DDR3;1333
2286;4;DDR4;4400
2287;2;DDR3;3000
2288;8;DDR1;1333
2289;8;DDR3;800
2290;16;DDR2;4400
2291;16;DDR4;2933
2292;16;DDR3;1333
2293;32;DDR1;300
2294;16;DDR4;2666
2295;16;DDR2;4000
2296;2;DDR2;533
2297;4;DDR3;1333
2298;4;DDR3;1066
2299;4;DDR2;200
2300;16;DDR4;800
2301;2;DDR2;3200
